Channel 1,Channel 2,Channel 3
0.000028,4.785000,1.310000
0.000192,4.379000,1.486000
0.000352,4.140000,1.334000
0.000516,4.511000,1.994000
0.000676,4.883000,2.307000
0.000844,4.692000,2.273000
0.001008,4.917000,2.424000
0.001168,4.927000,2.077000
0.001328,4.800000,2.253000
0.001492,4.848000,2.424000
0.001652,4.883000,2.586000
0.001816,4.966000,2.752000
0.001980,4.932000,2.898000
0.002140,4.941000,3.045000
0.002300,4.971000,3.187000
0.002460,4.971000,3.299000
0.002620,4.980000,3.421000
0.002784,4.966000,3.514000
0.002944,4.985000,3.627000
0.003104,4.985000,3.715000
0.003264,4.985000,3.812000
0.003424,4.985000,3.891000
0.003584,4.985000,3.969000
0.003744,4.985000,4.032000
0.003912,4.985000,4.101000
0.004072,4.985000,4.159000
0.004232,4.985000,4.218000
0.004392,4.985000,4.267000
0.004548,4.985000,4.316000
0.004708,4.985000,4.379000
0.004872,4.985000,4.409000
0.005032,4.985000,4.448000
0.005192,4.985000,4.487000
0.005348,4.985000,4.516000
0.005508,4.985000,4.550000
0.005668,4.985000,4.580000
0.005828,4.995000,4.614000
0.005992,4.985000,4.629000
0.006152,4.990000,4.653000
0.006312,4.985000,4.682000
0.006468,4.995000,4.707000
0.006628,4.995000,4.726000
0.006788,4.995000,4.751000
0.006952,4.995000,4.761000
0.007112,4.995000,4.765000
0.007268,4.995000,4.785000
0.007428,4.995000,4.809000
0.007588,4.995000,4.814000
0.007748,4.995000,4.829000
0.007912,4.995000,4.839000
0.008072,4.995000,4.848000
0.008232,4.995000,4.863000
0.008388,4.995000,4.868000
0.008548,4.995000,4.883000
0.008704,4.995000,4.883000
0.008864,4.995000,4.892000
0.009024,4.995000,4.902000
0.009184,4.995000,4.907000
0.009340,4.995000,4.912000
0.009500,4.995000,4.922000
0.009656,4.995000,4.927000
0.009816,4.995000,4.927000
0.009980,4.995000,4.927000
0.010140,4.995000,4.932000
0.010296,5.000000,4.941000
0.010456,4.995000,4.941000
0.010612,4.995000,4.946000
0.010772,4.995000,4.956000
0.010928,4.995000,4.956000
0.011092,4.995000,4.966000
0.011252,4.995000,4.966000
0.011408,4.995000,4.966000
0.011568,4.995000,4.966000
0.011724,4.995000,4.966000
0.011884,4.995000,4.966000
0.012048,4.995000,4.966000
0.012204,4.995000,4.966000
0.012364,4.995000,4.971000
0.012520,4.995000,4.971000
0.012680,5.000000,4.971000
0.012840,0.503000,4.472000
0.013008,1.285000,4.032000
0.013164,0.655000,4.159000
0.013324,0.308000,3.666000
0.013484,1.046000,3.338000
0.013640,1.056000,3.402000
0.013800,0.098000,3.089000
0.013960,0.503000,2.884000
0.014124,0.073000,2.776000
0.014284,0.034000,2.571000
0.014440,0.108000,2.390000
0.014600,0.093000,2.263000
0.014760,0.015000,2.102000
0.014916,0.034000,1.950000
0.015080,0.015000,1.828000
0.015240,0.015000,1.701000
0.015400,0.015000,1.579000
0.015556,0.015000,1.476000
0.015716,0.015000,1.383000
0.015876,0.005000,1.285000
0.016032,0.005000,1.202000
0.016200,0.005000,1.109000
0.016356,0.000000,1.031000
0.016516,0.005000,0.968000
