time,V(vout),V(n001)
1.740409595804519e-004,4.973896e+000,-4.984538e+000
1.760409595804521e-004,4.959581e+000,-4.982937e+000
1.780409595804524e-004,4.867079e+000,-4.902730e+000
1.800409595804527e-004,4.697806e+000,-4.745183e+000
1.820409595804529e-004,4.454391e+000,-4.512782e+000
1.840409595804532e-004,4.140629e+000,-4.209190e+000
1.860409595804535e-004,3.761430e+000,-3.839196e+000
1.880409595804537e-004,3.322732e+000,-3.408635e+000
1.900409595804540e-004,2.831416e+000,-2.924299e+000
1.920409595804543e-004,2.295192e+000,-2.393826e+000
1.940409595804545e-004,1.722485e+000,-1.825584e+000
1.960409595804548e-004,1.122302e+000,-1.228539e+000
1.980409595804551e-004,5.642833e-001,-6.121165e-001
2.000409595804553e-004,1.742201e-001,1.155018e-002
2.002909595804556e-004,1.960083e-001,8.998032e-002
2.007909595804561e-004,3.518775e-001,2.467765e-001
2.017909595804553e-004,6.615452e-001,5.595075e-001
2.037909595804556e-004,1.271135e+000,1.177136e+000
2.057909595804559e-004,1.862035e+000,1.776193e+000
2.077909595804561e-004,2.423831e+000,2.347224e+000
2.097909595804564e-004,2.947627e+000,2.881219e+000
2.117909595804567e-004,3.425125e+000,3.369756e+000
2.137909595804569e-004,3.848755e+000,3.805130e+000
2.157909595804572e-004,4.211795e+000,4.180474e+000
2.177909595804575e-004,4.508477e+000,4.489870e+000
2.197909595804577e-004,4.734081e+000,4.728436e+000
2.217909595804580e-004,4.885008e+000,4.892410e+000
2.237909595804583e-004,4.958834e+000,4.979208e+000
2.257909595804585e-004,4.954385e+000,4.987460e+000
2.277877295927995e-004,4.871823e+000,4.917212e+000
2.297877295927998e-004,4.712141e+000,4.769345e+000
2.317877295928000e-004,4.477950e+000,4.546242e+000
2.337877295928003e-004,4.172870e+000,4.251422e+000
2.357877295928006e-004,3.801671e+000,3.889534e+000
2.377877295928008e-004,3.370167e+000,3.466285e+000
2.397877295928011e-004,2.885125e+000,2.988352e+000
2.417877295928014e-004,2.354158e+000,2.463272e+000
2.437877295928016e-004,1.785605e+000,1.899328e+000
2.457877295928019e-004,1.188409e+000,1.305416e+000
2.480377295928024e-004,4.960805e-001,6.131346e-001
2.485377295928029e-004,3.391830e-001,4.571459e-001
2.495377295928022e-004,2.253561e-001,1.440620e-001
2.515377295928024e-004,6.014869e-001,-4.804578e-001
2.517877295928027e-004,6.763753e-001,-5.584850e-001
2.532877295928025e-004,1.135359e+000,-1.023086e+000
2.552877295928027e-004,1.730118e+000,-1.627721e+000
2.572877295928030e-004,2.300065e+000,-2.206671e+000
2.592877295928033e-004,2.834201e+000,-2.750803e+000
2.612877295928035e-004,3.324063e+000,-3.251534e+000
2.632877295928038e-004,3.761886e+000,-3.700967e+000
2.652877295928040e-004,4.140725e+000,-4.092011e+000
2.672877295928043e-004,4.454561e+000,-4.418502e+000
2.692877295928046e-004,4.698405e+000,-4.675289e+000
2.712877295928048e-004,4.868368e+000,-4.858323e+000
2.732877295928051e-004,4.964863e+000,-4.964717e+000
2.749685055800991e-004,4.986906e+000,-4.993597e+000
2.764882940948215e-004,4.953131e+000,-4.971793e+000
2.784882940948218e-004,4.838573e+000,-4.874135e+000
2.804882940948220e-004,4.652441e+000,-4.699587e+000
2.824882940948223e-004,4.392916e+000,-4.450903e+000
2.844882940948226e-004,4.064049e+000,-4.132006e+000
2.864882940948228e-004,3.670985e+000,-3.747923e+000
2.884882940948231e-004,3.219885e+000,-3.304713e+000
2.904882940948234e-004,2.717822e+000,-2.809367e+000
2.924882940948236e-004,2.172678e+000,-2.269696e+000
2.944882940948239e-004,1.593019e+000,-1.694215e+000
2.964882940948242e-004,9.879688e-001,-1.092003e+000
2.984882940948244e-004,4.962810e-001,-4.725751e-001
3.004882940948247e-004,2.969181e-001,1.518823e-001
3.007382940948249e-004,3.339542e-001,2.302709e-001
3.012382940948254e-004,4.894919e-001,3.868661e-001
3.022382940948247e-004,7.979756e-001,6.987667e-001
3.042382940948250e-004,1.403707e+000,1.313080e+000
3.062382940948252e-004,1.988898e+000,1.906676e+000
3.082382940948255e-004,2.542951e+000,2.470186e+000
3.102382940948258e-004,3.057092e+000,2.994722e+000
3.122382940948260e-004,3.523175e+000,3.472009e+000
3.142382940948263e-004,3.933807e+000,3.894521e+000
3.162382940948266e-004,4.282473e+000,4.255593e+000
3.182382940948268e-004,4.563632e+000,4.549531e+000
3.202382940948271e-004,4.772808e+000,4.771699e+000
3.222382940948274e-004,4.906660e+000,4.918594e+000
3.242382940948276e-004,4.963249e+000,4.987899e+000
3.262167053459750e-004,4.941873e+000,4.979042e+000
3.282167053459753e-004,4.842364e+000,4.891971e+000
3.302167053459756e-004,4.666480e+000,4.727729e+000
3.322167053459758e-004,4.416740e+000,4.488908e+000
3.342167053459761e-004,4.097042e+000,4.179274e+000
3.362167053459764e-004,3.712388e+000,3.803709e+000
3.382167053459766e-004,3.268804e+000,3.368138e+000
3.402167053459769e-004,2.773247e+000,2.879430e+000
3.422167053459772e-004,2.233496e+000,2.345294e+000
3.442167053459774e-004,1.658032e+000,1.774153e+000
3.462167053459777e-004,1.055910e+000,1.175022e+000
3.482167053459780e-004,4.381613e-001,5.573608e-001
3.484667053459782e-004,3.600019e-001,4.793363e-001
3.489667053459787e-004,2.028968e-001,3.229604e-001
3.490917053459788e-004,1.635876e-001,2.838140e-001
3.493417053459791e-004,1.085934e-001,2.054828e-001
3.498417053459796e-004,8.674051e-002,5.097087e-002
3.499667053459797e-004,1.086336e-001,1.176392e-002
3.502167053459800e-004,1.867053e-001,-6.666765e-002
3.507167053459805e-004,3.426149e-001,-2.234856e-001
3.517167053459797e-004,6.524411e-001,-5.363311e-001
3.537167053459800e-004,1.262597e+000,-1.154464e+000
3.557167053459803e-004,1.854371e+000,-1.754382e+000
3.577167053459805e-004,2.417381e+000,-2.326617e+000
3.597167053459808e-004,2.942713e+000,-2.862142e+000
3.617167053459811e-004,3.422043e+000,-3.352509e+000
3.637167053459813e-004,3.847770e+000,-3.789985e+000
3.657167053459816e-004,4.213141e+000,-4.167670e+000
3.677167053459819e-004,4.512351e+000,-4.479608e+000
3.697167053459821e-004,4.740638e+000,-4.720878e+000
3.717167053459824e-004,4.894360e+000,-4.887676e+000
3.737167053459826e-004,4.971050e+000,-4.977371e+000
3.757167053459829e-004,4.969944e+000,-4.988549e+000
3.776668724128907e-004,4.892982e+000,-4.923665e+000
3.796668724128909e-004,4.737415e+000,-4.780432e+000
3.816668724128912e-004,4.507609e+000,-4.561787e+000
3.836668724128915e-004,4.206660e+000,-4.271180e+000
3.856668724128917e-004,3.839275e+000,-3.913193e+000
3.876668724128920e-004,3.411205e+000,-3.493472e+000
3.896668724128923e-004,2.929163e+000,-3.018637e+000
3.916668724128925e-004,2.400714e+000,-2.496178e+000
3.936668724128928e-004,1.834157e+000,-1.934335e+000
3.956668724128930e-004,1.238401e+000,-1.341972e+000
3.976668724128933e-004,6.235268e-001,-7.284398e-001
3.996668724128936e-004,3.122254e-001,-1.048162e-001
4.016668724128938e-004,6.233212e-001,5.207973e-001
4.019168724128941e-004,7.009116e-001,5.987555e-001
4.034168724128939e-004,1.159164e+000,1.062735e+000
4.054168724128941e-004,1.752428e+000,1.665996e+000
4.074168724128944e-004,2.320361e+000,2.242969e+000
4.094168724128947e-004,2.851918e+000,2.784551e+000
4.114168724128949e-004,3.338677e+000,3.282200e+000
4.134168724128952e-004,3.772923e+000,3.728067e+000
4.154168724128955e-004,4.147766e+000,4.115119e+000
4.174168724128957e-004,4.457254e+000,4.437253e+000
4.194168724128960e-004,4.696463e+000,4.689388e+000
4.214168724128962e-004,4.861580e+000,4.867548e+000
4.234168724128965e-004,4.952298e+000,4.968922e+000
4.251787711258229e-004,4.968759e+000,4.993309e+000
4.267910939749452e-004,4.925498e+000,4.962038e+000
4.287910939749454e-004,4.800196e+000,4.852609e+000
4.307910939749457e-004,4.602767e+000,4.666631e+000
4.327910939749460e-004,4.332486e+000,4.407036e+000
4.347910939749462e-004,3.993574e+000,4.077920e+000
4.367910939749465e-004,3.591334e+000,3.684472e+000
4.387910939749468e-004,3.132072e+000,3.232898e+000
4.407910939749470e-004,2.622993e+000,2.730321e+000
4.427910939749473e-004,2.072089e+000,2.184666e+000
4.447910939749476e-004,1.488018e+000,1.604542e+000
4.467910939749478e-004,8.799812e-001,9.991038e-001
4.487910939749481e-004,4.417267e-001,3.779249e-001
4.507910939749484e-004,3.945489e-001,-2.468030e-001
4.510410939749486e-004,4.437264e-001,-3.251238e-001
4.525410939749484e-004,9.064847e-001,-7.927071e-001
4.545410939749486e-004,1.509297e+000,-1.404501e+000
4.565410939749489e-004,2.090327e+000,-1.994134e+000
4.585410939749492e-004,2.638856e+000,-2.552301e+000
4.605410939749494e-004,3.146196e+000,-3.070198e+000
4.625410939749497e-004,3.604307e+000,-3.539656e+000
4.645410939749500e-004,4.005922e+000,-3.953271e+000
4.665410939749502e-004,4.344667e+000,-4.304519e+000
4.685410939749505e-004,4.615158e+000,-4.587862e+000
4.705410939749508e-004,4.813086e+000,-4.798831e+000
4.725410939749510e-004,4.937358e+000,-4.934097e+000
4.743293931820658e-004,4.981559e+000,-4.989170e+000
4.762506232049713e-004,4.956417e+000,-4.978203e+000
4.782506232049715e-004,4.855000e+000,-4.889808e+000
4.802506232049718e-004,4.677807e+000,-4.724277e+000
4.822506232049720e-004,4.426815e+000,-4.484220e+000
4.842506232049723e-004,4.105941e+000,-4.173424e+000
4.862506232049726e-004,3.720204e+000,-3.796789e+000
4.882506232049728e-004,3.275648e+000,-3.360257e+000
4.902506232049731e-004,2.779245e+000,-2.870713e+000
4.922506232049734e-004,2.238786e+000,-2.335876e+000
4.942506232049736e-004,1.662762e+000,-1.764185e+000
4.962506232049739e-004,1.060237e+000,-1.164658e+000
4.982506232049742e-004,4.971526e-001,-5.467662e-001
5.000000000000004e-004,1.033093e-001,-1.296125e-003
