Channel 1,Channel 2,Channel 3
0.000028,4.629000,0.875000
0.000880,4.413000,1.544000
0.001728,4.643000,1.735000
0.002572,4.712000,1.994000
0.003412,4.892000,1.877000
0.004260,4.907000,2.063000
0.005104,4.883000,2.346000
0.005948,4.853000,2.380000
0.006796,4.966000,2.620000
0.007632,4.980000,2.805000
0.008480,4.971000,3.006000
0.009324,4.985000,3.162000
0.010168,4.995000,3.319000
0.011012,4.985000,3.470000
0.011856,4.995000,3.597000
0.012696,4.985000,3.715000
0.013540,4.995000,3.827000
0.014384,4.995000,3.925000
0.015228,4.995000,4.027000
0.016072,4.995000,4.101000
0.016916,4.995000,4.184000
0.017756,4.995000,4.252000
0.018596,4.995000,4.316000
0.019440,4.995000,4.379000
0.020284,4.995000,4.413000
0.021128,4.995000,4.472000
0.021964,4.995000,4.516000
0.022808,4.995000,4.550000
0.023652,4.995000,4.594000
0.024492,4.995000,4.629000
0.025336,4.995000,4.653000
0.026180,4.995000,4.692000
0.027016,4.995000,4.721000
0.027860,4.995000,4.751000
0.028704,4.995000,4.761000
0.029548,4.995000,4.775000
0.030388,4.995000,4.809000
0.031228,4.995000,4.814000
0.032064,4.995000,4.839000
0.032908,4.995000,4.848000
0.033752,4.995000,4.853000
0.034592,4.995000,4.863000
0.035436,4.995000,4.883000
0.036272,5.000000,4.892000
0.037112,4.995000,4.907000
0.037956,4.995000,4.907000
0.038796,4.995000,4.907000
0.039640,4.995000,4.927000
0.040480,4.990000,4.927000
0.041320,4.995000,4.932000
0.042160,4.995000,4.932000
0.043004,5.000000,4.932000
0.043844,4.995000,4.941000
0.044688,4.995000,4.956000
0.045524,4.995000,4.966000
0.046368,4.995000,4.966000
0.047208,4.995000,4.966000
0.048052,4.995000,4.966000
0.048892,4.995000,4.966000
0.049736,4.995000,4.966000
0.050572,4.995000,4.966000
0.051416,4.995000,4.971000
0.052256,4.995000,4.971000
0.053100,5.000000,4.980000
0.053940,4.995000,4.985000
0.054780,5.000000,4.985000
0.055616,4.995000,4.985000
0.056460,4.995000,4.985000
0.057300,4.995000,4.985000
0.058144,4.995000,4.985000
0.058984,4.995000,4.985000
0.059820,4.995000,4.985000
0.060664,4.995000,4.985000
0.061504,4.995000,4.985000
0.062348,4.995000,4.985000
0.063192,4.995000,4.985000
0.064032,4.995000,4.985000
0.064868,4.995000,4.985000
0.065712,4.995000,4.985000
0.066556,4.995000,4.995000
0.067404,1.168000,4.501000
0.068248,0.953000,4.252000
0.069088,0.308000,3.788000
0.069932,0.762000,3.597000
0.070776,0.469000,3.363000
0.071620,0.152000,3.123000
0.072464,0.371000,2.781000
0.073308,0.112000,2.595000
0.074148,0.005000,2.375000
0.074992,0.029000,2.190000
0.075836,0.005000,1.999000
0.076680,0.000000,1.838000
0.077524,0.000000,1.681000
0.078372,0.000000,1.525000
0.079208,0.000000,1.398000
0.080052,0.000000,1.281000
0.080896,0.000000,1.163000
0.081744,0.000000,1.061000
0.082588,0.000000,0.973000
0.083424,0.000000,0.880000
0.084268,0.000000,0.811000
0.085112,0.000000,0.743000
0.085960,0.000000,0.670000
0.086804,0.000000,0.616000
0.087648,0.000000,0.562000
0.088488,0.000000,0.503000
0.089332,0.000000,0.469000
0.090176,0.000000,0.430000
0.091020,0.000000,0.386000
0.091864,0.000000,0.347000
0.092708,0.000000,0.327000
0.093548,0.000000,0.293000
0.094392,0.000000,0.274000
0.095236,0.000000,0.249000
0.096080,0.000000,0.225000
0.096924,0.000000,0.200000
0.097764,0.000000,0.186000
0.098608,0.000000,0.171000
0.099452,0.000000,0.152000
0.100296,0.000000,0.137000
0.101140,0.000000,0.122000
0.101984,0.000000,0.117000
0.102824,0.000000,0.108000
0.103668,0.000000,0.093000
0.104512,0.000000,0.083000
0.105356,0.000000,0.073000
0.106204,0.000000,0.073000
0.107048,0.000000,0.068000
0.107884,0.000000,0.059000
0.108728,0.000000,0.059000
0.109572,0.000000,0.044000
0.110420,0.000000,0.034000
0.111264,0.000000,0.034000
