time,V(vout),V(n001)
8.828846557875844e-005,4.059154e+000,-3.350671e+000
9.028846557875871e-005,3.714109e+000,-2.860042e+000
9.228846557875897e-005,3.310316e+000,-2.324289e+000
9.428846557875924e-005,2.854055e+000,-1.751865e+000
9.628846557875950e-005,2.352455e+000,-1.151799e+000
9.828846557875977e-005,1.819535e+000,-5.335723e-001
9.853846557876002e-005,1.750341e+000,-4.555038e-001
9.903846557876052e-005,1.609168e+000,-2.990582e-001
9.916346557876064e-005,1.573655e+000,-2.598985e-001
9.941346557876089e-005,1.502259e+000,-1.815483e-001
9.947596557876096e-005,1.484360e+000,-1.619598e-001
9.960096557876108e-005,1.448966e+000,-1.228206e-001
9.985096557876133e-005,1.379664e+000,-4.936608e-002
9.985877807876069e-005,1.377566e+000,-4.691207e-002
9.996815307876036e-005,1.349743e+000,-1.254503e-002
1.000931530787605e-004,1.319967e+000,2.673768e-002
1.003431530787607e-004,1.266572e+000,1.053022e-001
1.008431530787612e-004,1.182286e+000,2.623307e-001
1.018431530787605e-004,1.081899e+000,5.754061e-001
1.033582533329063e-004,1.054604e+000,1.044881e+000
1.051233089424761e-004,1.168149e+000,1.579409e+000
1.070268123857660e-004,1.420008e+000,2.133768e+000
1.090268123857662e-004,1.777597e+000,2.683117e+000
1.110268123857665e-004,2.188224e+000,3.190054e+000
1.130268123857667e-004,2.619550e+000,3.646609e+000
1.150268123857670e-004,3.046467e+000,4.045599e+000
1.170268123857673e-004,3.450002e+000,4.380743e+000
1.190268123857675e-004,3.815608e+000,4.646763e+000
1.210268123857678e-004,4.132036e+000,4.839470e+000
1.230268123857681e-004,4.394650e+000,4.955827e+000
1.245436590966292e-004,4.549659e+000,4.991995e+000
1.263303472564623e-004,4.676417e+000,4.976462e+000
1.283303472564626e-004,4.752787e+000,4.884774e+000
1.303303472564629e-004,4.757627e+000,4.716029e+000
1.323303472564631e-004,4.688391e+000,4.472886e+000
1.343303472564634e-004,4.545753e+000,4.159183e+000
1.363303472564637e-004,4.331674e+000,3.779865e+000
1.383303472564639e-004,4.049319e+000,3.340916e+000
1.403303472564642e-004,3.702991e+000,2.849260e+000
1.423303472564644e-004,3.298038e+000,2.312651e+000
1.443303472564647e-004,2.840758e+000,1.739553e+000
1.463303472564650e-004,2.338296e+000,1.139009e+000
1.483303472564652e-004,1.804647e+000,5.205058e-001
1.485803472564655e-004,1.735376e+000,4.424176e-001
1.490803472564660e-004,1.597664e+000,2.859434e-001
1.500803472564653e-004,1.332625e+000,-2.270205e-002
1.500987074301331e-004,1.328061e+000,-2.847224e-002
1.503557498614867e-004,1.271739e+000,-1.092498e-001
1.506495126401761e-004,1.217520e+000,-2.015300e-001
1.512370381975565e-004,1.137978e+000,-3.858385e-001
1.524120893123173e-004,1.062236e+000,-7.525508e-001
1.540626953010146e-004,1.089096e+000,-1.260139e+000
1.558446842453033e-004,1.255635e+000,-1.792600e+000
1.578446842453035e-004,1.562183e+000,-2.362998e+000
1.598446842453038e-004,1.944754e+000,-2.896012e+000
1.618446842453040e-004,2.366965e+000,-3.383268e+000
1.638446842453043e-004,2.798854e+000,-3.817102e+000
1.658446842453046e-004,3.218036e+000,-4.190687e+000
1.678446842453048e-004,3.607488e+000,-4.498142e+000
1.698446842453051e-004,3.954098e+000,-4.734624e+000
1.718446842453054e-004,4.247733e+000,-4.896409e+000
1.738446842453056e-004,4.480632e+000,-4.980947e+000
1.758446842453059e-004,4.647017e+000,-4.986907e+000
1.778446842453062e-004,4.742844e+000,-4.914196e+000
1.798446842453064e-004,4.765641e+000,-4.763964e+000
1.818446842453067e-004,4.714391e+000,-4.538579e+000
1.838446842453070e-004,4.589450e+000,-4.241595e+000
1.858446842453072e-004,4.392474e+000,-3.877699e+000
1.878446842453075e-004,4.126345e+000,-3.452629e+000
1.898446842453078e-004,3.795096e+000,-2.973088e+000
1.918446842453080e-004,3.403831e+000,-2.446642e+000
1.938446842453083e-004,2.958628e+000,-1.881593e+000
1.958446842453086e-004,2.466435e+000,-1.286856e+000
1.980946842453091e-004,1.873207e+000,-5.939981e-001
1.985946842453096e-004,1.732892e+000,-4.379334e-001
1.995946842453088e-004,1.460479e+000,-1.247872e-001
2.005295694862321e-004,1.226817e+000,1.638685e-001
2.005498695209843e-004,1.222510e+000,1.702446e-001
2.008340700075158e-004,1.174247e+000,2.594792e-001
2.011588705635534e-004,1.130268e+000,3.613514e-001
2.018084716756286e-004,1.073729e+000,5.645783e-001
2.031076738997772e-004,1.050453e+000,9.677836e-001
2.049820759653428e-004,1.158106e+000,1.537271e+000
2.068179179065335e-004,1.388811e+000,2.074285e+000
2.088179179065338e-004,1.739536e+000,2.627577e+000
2.108179179065341e-004,2.146277e+000,3.139328e+000
2.128179179065343e-004,2.576772e+000,3.601496e+000
2.148179179065346e-004,3.005144e+000,4.006808e+000
2.168179179065349e-004,3.411879e+000,4.348886e+000
2.188179179065351e-004,3.782027e+000,4.622341e+000
2.208179179065354e-004,4.104039e+000,4.822868e+000
2.228179179065357e-004,4.372201e+000,4.947306e+000
2.244323209643004e-004,4.540927e+000,4.990877e+000
2.262889285962501e-004,4.675869e+000,4.977531e+000
2.282889285962503e-004,4.754361e+000,4.887459e+000
2.302889285962506e-004,4.760735e+000,4.720286e+000
2.322889285962509e-004,4.693030e+000,4.478650e+000
2.342889285962511e-004,4.551895e+000,4.166361e+000
2.362889285962514e-004,4.339264e+000,3.788345e+000
2.382889285962517e-004,4.058280e+000,3.350564e+000
2.402889285962519e-004,3.713222e+000,2.859924e+000
2.422889285962522e-004,3.309417e+000,2.324162e+000
2.442889285962525e-004,2.853147e+000,1.751729e+000
2.462889285962527e-004,2.351538e+000,1.151659e+000
2.482889285962530e-004,1.818612e+000,5.334287e-001
2.485389285962533e-004,1.749418e+000,4.553600e-001
2.490389285962538e-004,1.608243e+000,2.989141e-001
2.491639285962539e-004,1.572729e+000,2.597545e-001
2.494139285962541e-004,1.501333e+000,1.814046e-001
2.494764285962542e-004,1.483434e+000,1.618163e-001
2.496014285962543e-004,1.448047e+000,1.226806e-001
2.498514285962546e-004,1.378784e+000,4.922051e-002
2.498592410962539e-004,1.376688e+000,4.676648e-002
2.499686160962536e-004,1.348904e+000,1.239922e-002
2.500936160962537e-004,1.319172e+000,-2.688359e-002
2.503436160962540e-004,1.265859e+000,-1.054481e-001
2.508436160962545e-004,1.181726e+000,-2.624763e-001
2.518436160962537e-004,1.081603e+000,-5.755509e-001
2.533589742399270e-004,1.054630e+000,-1.045102e+000
2.551241623683902e-004,1.168485e+000,-1.579663e+000
2.570285246223172e-004,1.420700e+000,-2.134254e+000
2.590285246223175e-004,1.778466e+000,-2.683570e+000
2.610285246223178e-004,2.189209e+000,-3.190467e+000
2.630285246223180e-004,2.620596e+000,-3.646975e+000
2.650285246223183e-004,3.047537e+000,-4.045913e+000
2.670285246223186e-004,3.451070e+000,-4.381000e+000
2.690285246223188e-004,3.816653e+000,-4.646959e+000
2.710285246223191e-004,4.133045e+000,-4.839602e+000
2.730285246223194e-004,4.395604e+000,-4.955893e+000
2.745464471615097e-004,4.550681e+000,-4.992019e+000
2.763313842441707e-004,4.677264e+000,-4.976434e+000
2.783313842441709e-004,4.753582e+000,-4.884706e+000
2.803313842441712e-004,4.758384e+000,-4.715920e+000
2.823313842441715e-004,4.689109e+000,-4.472741e+000
2.843313842441717e-004,4.546433e+000,-4.159001e+000
2.863313842441720e-004,4.332316e+000,-3.779651e+000
2.883313842441723e-004,4.049926e+000,-3.340674e+000
2.903313842441725e-004,3.703565e+000,-2.848992e+000
2.923313842441728e-004,3.298581e+000,-2.312362e+000
2.943313842441730e-004,2.841274e+000,-1.739247e+000
2.963313842441733e-004,2.338789e+000,-1.138691e+000
2.983313842441736e-004,1.805121e+000,-5.201812e-001
2.985813842441738e-004,1.735847e+000,-4.420925e-001
2.990813842441743e-004,1.598119e+000,-2.856176e-001
3.000813842441736e-004,1.333007e+000,2.302765e-002
3.000996816907766e-004,1.328455e+000,2.877808e-002
3.003558459432256e-004,1.272269e+000,1.092796e-001
3.006486050888806e-004,1.218141e+000,2.012446e-001
3.012341233801924e-004,1.138613e+000,3.849250e-001
3.024051599628142e-004,1.062493e+000,7.503985e-001
3.040524182851973e-004,1.088377e+000,1.257015e+000
3.058340262804635e-004,1.254016e+000,1.789476e+000
3.078340262804638e-004,1.559869e+000,2.360050e+000
3.098340262804641e-004,1.942030e+000,2.893287e+000
3.118340262804643e-004,2.364049e+000,3.380807e+000
3.138340262804646e-004,2.795908e+000,3.814945e+000
3.158340262804649e-004,3.215178e+000,4.188868e+000
3.178340262804651e-004,3.604807e+000,4.496689e+000
3.198340262804654e-004,3.951663e+000,4.733560e+000
3.218340262804657e-004,4.245595e+000,4.895750e+000
3.238340262804659e-004,4.478830e+000,4.980704e+000
3.258340262804662e-004,4.645579e+000,4.987084e+000
3.278340262804665e-004,4.741789e+000,4.914792e+000
3.298340262804667e-004,4.764978e+000,4.764967e+000
3.318340262804670e-004,4.714123e+000,4.539974e+000
3.338340262804673e-004,4.589573e+000,4.243361e+000
3.358340262804675e-004,4.392975e+000,3.879807e+000
3.378340262804678e-004,4.127206e+000,3.455045e+000
3.398340262804681e-004,3.796293e+000,2.975776e+000
3.418340262804683e-004,3.405334e+000,2.449558e+000
3.438340262804686e-004,2.960401e+000,1.884691e+000
3.458340262804689e-004,2.468441e+000,1.290088e+000
3.480840262804694e-004,1.875434e+000,5.973198e-001
3.485840262804699e-004,1.735156e+000,4.412659e-001
3.495840262804691e-004,1.462742e+000,1.281221e-001
3.505216181071188e-004,1.228230e+000,-1.613709e-001
3.505419966587063e-004,1.223898e+000,-1.677717e-001
3.508272963809438e-004,1.175294e+000,-2.573532e-001
3.511533532063564e-004,1.131022e+000,-3.596221e-001
3.518054668571816e-004,1.074155e+000,-5.636401e-001
3.531096941588319e-004,1.050738e+000,-9.684059e-001
3.549805652831410e-004,1.158286e+000,-1.536819e+000
3.568193109397162e-004,1.389518e+000,-2.074682e+000
3.588193109397165e-004,1.740328e+000,-2.627948e+000
3.608193109397168e-004,2.147149e+000,-3.139668e+000
3.628193109397170e-004,2.577685e+000,-3.601798e+000
3.648193109397173e-004,3.006071e+000,-4.007069e+000
3.668193109397176e-004,3.412799e+000,-4.349100e+000
3.688193109397178e-004,3.782927e+000,-4.622506e+000
3.708193109397181e-004,4.104908e+000,-4.822980e+000
3.728193109397184e-004,4.373038e+000,-4.947365e+000
3.744328387857623e-004,4.541651e+000,-4.990882e+000
3.762891212676454e-004,4.676551e+000,-4.977526e+000
3.782891212676456e-004,4.755034e+000,-4.887446e+000
3.802891212676459e-004,4.761401e+000,-4.720266e+000
3.822891212676462e-004,4.693687e+000,-4.478622e+000
3.842891212676464e-004,4.552545e+000,-4.166327e+000
3.862891212676467e-004,4.339906e+000,-3.788305e+000
3.882891212676470e-004,4.058915e+000,-3.350519e+000
3.902891212676472e-004,3.713850e+000,-2.859873e+000
3.922891212676475e-004,3.310038e+000,-2.324107e+000
3.942891212676478e-004,2.853761e+000,-1.751672e+000
3.962891212676480e-004,2.352148e+000,-1.151599e+000
3.982891212676483e-004,1.819217e+000,-5.333678e-001
3.985391212676485e-004,1.750022e+000,-4.552990e-001
3.990391212676490e-004,1.608846e+000,-2.988530e-001
3.991641212676492e-004,1.573332e+000,-2.596933e-001
3.994141212676494e-004,1.501936e+000,-1.813431e-001
3.994766212676495e-004,1.484036e+000,-1.617546e-001
3.996016212676496e-004,1.448645e+000,-1.226166e-001
3.998516212676499e-004,1.379356e+000,-4.916015e-002
3.998594337676492e-004,1.377259e+000,-4.670606e-002
3.999688087676489e-004,1.349450e+000,-1.233893e-002
4.000938087676490e-004,1.319690e+000,2.694382e-002
4.003438087676493e-004,1.266324e+000,1.055083e-001
4.008438087676498e-004,1.182093e+000,2.625365e-001
4.018438087676490e-004,1.081800e+000,5.756108e-001
4.033590025913324e-004,1.054620e+000,1.045111e+000
4.051241062558771e-004,1.168274e+000,1.579647e+000
4.070279168676243e-004,1.420258e+000,2.134081e+000
4.090279168676245e-004,1.777906e+000,2.683409e+000
4.110279168676248e-004,2.188568e+000,3.190320e+000
4.130279168676251e-004,2.619907e+000,3.646845e+000
4.150279168676253e-004,3.046822e+000,4.045802e+000
4.170279168676256e-004,3.450345e+000,4.380909e+000
4.190279168676259e-004,3.815928e+000,4.646890e+000
4.210279168676261e-004,4.132328e+000,4.839555e+000
4.230279168676264e-004,4.394904e+000,4.955870e+000
4.245454575438814e-004,4.549955e+000,4.992011e+000
4.263310161686188e-004,4.676600e+000,4.976444e+000
4.283310161686191e-004,4.752935e+000,4.884731e+000
4.303310161686193e-004,4.757751e+000,4.715960e+000
4.323310161686196e-004,4.688490e+000,4.472793e+000
4.343310161686199e-004,4.545828e+000,4.159066e+000
4.363310161686201e-004,4.331725e+000,3.779727e+000
4.383310161686204e-004,4.049348e+000,3.340760e+000
4.403310161686207e-004,3.702999e+000,2.849088e+000
4.423310161686209e-004,3.298027e+000,2.312465e+000
4.443310161686212e-004,2.840730e+000,1.739356e+000
4.463310161686215e-004,2.338254e+000,1.138805e+000
4.483310161686217e-004,1.804593e+000,5.202969e-001
4.485810161686220e-004,1.735321e+000,4.422083e-001
4.490810161686225e-004,1.597610e+000,2.857337e-001
4.500810161686217e-004,1.332579e+000,-2.291220e-002
4.500993659477433e-004,1.328017e+000,-2.867913e-002
4.503562628554499e-004,1.271731e+000,-1.094110e-001
4.506498593214014e-004,1.217541e+000,-2.016388e-001
4.512370522533043e-004,1.138025e+000,-3.858429e-001
4.524114381171084e-004,1.062263e+000,-7.523485e-001
4.540615751245439e-004,1.089012e+000,-1.259798e+000
4.558435568204605e-004,1.255447e+000,-1.792269e+000
4.578435568204607e-004,1.561911e+000,-2.362687e+000
4.598435568204610e-004,1.944431e+000,-2.895724e+000
4.618435568204612e-004,2.366617e+000,-3.383008e+000
4.638435568204615e-004,2.798499e+000,-3.816874e+000
4.658435568204618e-004,3.217689e+000,-4.190495e+000
4.678435568204620e-004,3.607158e+000,-4.497989e+000
4.698435568204623e-004,3.953793e+000,-4.734512e+000
4.718435568204626e-004,4.247459e+000,-4.896339e+000
4.738435568204628e-004,4.480393e+000,-4.980921e+000
4.758435568204631e-004,4.646817e+000,-4.986926e+000
4.778435568204634e-004,4.742684e+000,-4.914259e+000
4.798435568204636e-004,4.765522e+000,-4.764070e+000
4.818435568204639e-004,4.714314e+000,-4.538726e+000
4.838435568204642e-004,4.589415e+000,-4.241782e+000
4.858435568204644e-004,4.392479e+000,-3.877922e+000
4.878435568204647e-004,4.126388e+000,-3.452884e+000
4.898435568204650e-004,3.795175e+000,-2.973373e+000
4.918435568204652e-004,3.403943e+000,-2.446950e+000
4.938435568204655e-004,2.958768e+000,-1.881921e+000
4.958435568204658e-004,2.466599e+000,-1.287198e+000
4.980935568204663e-004,1.873395e+000,-5.943496e-001
4.985935568204668e-004,1.733084e+000,-4.382859e-001
4.995935568204660e-004,1.449612e+000,-1.251401e-001
4.996443622179072e-004,1.435196e+000,-1.124211e-001
4.997459730127912e-004,1.406617e+000,-8.233691e-002
4.997713757115118e-004,1.399634e+000,-7.436250e-002
4.998221811089530e-004,1.386070e+000,-5.840754e-002
4.999237919038370e-004,1.359658e+000,-2.648379e-002
5.000000000000004e-004,1.340345e+000,-2.536207e-003
