Channel 1,Channel 2,Channel 3
0.000028,4.184000,1.295000
0.000276,4.863000,1.491000
0.000520,4.883000,1.779000
0.000760,4.878000,2.151000
0.001004,4.853000,1.764000
0.001252,4.917000,2.424000
0.001492,4.888000,2.048000
0.001732,4.966000,2.312000
0.001976,4.951000,2.297000
0.002220,4.956000,2.493000
0.002460,4.966000,2.713000
0.002700,4.966000,2.810000
0.002940,4.971000,2.962000
0.003180,4.980000,3.109000
0.003428,4.966000,3.250000
0.003668,4.980000,3.363000
0.003908,4.985000,3.475000
0.004148,4.985000,3.587000
0.004392,4.980000,3.680000
0.004632,4.985000,3.783000
0.004872,4.985000,3.871000
0.005108,4.985000,3.939000
0.005356,4.985000,4.018000
0.005592,4.985000,4.081000
0.005832,4.985000,4.140000
0.006072,4.985000,4.203000
0.006316,4.985000,4.257000
0.006556,4.985000,4.316000
0.006796,4.995000,4.370000
0.007032,4.995000,4.409000
0.007272,4.990000,4.448000
0.007520,4.995000,4.497000
0.007756,4.995000,4.526000
0.007996,4.985000,4.550000
0.008236,4.995000,4.575000
0.008480,4.990000,4.614000
0.008716,4.995000,4.653000
0.008956,4.995000,4.673000
0.009192,4.995000,4.692000
0.009436,4.995000,4.707000
0.009676,4.995000,4.726000
0.009912,4.995000,4.751000
0.010152,4.995000,4.765000
0.010396,4.995000,4.775000
0.010636,4.995000,4.800000
0.010872,4.995000,4.809000
0.011112,4.995000,4.829000
0.011348,4.995000,4.829000
0.011592,4.995000,4.844000
0.011832,4.995000,4.853000
0.012068,4.995000,4.863000
0.012308,4.995000,4.878000
0.012552,4.995000,4.883000
0.012788,4.995000,4.883000
0.013028,4.995000,4.902000
0.013264,4.995000,4.907000
0.013508,4.995000,4.907000
0.013748,4.995000,4.917000
0.013984,4.995000,4.927000
0.014224,4.995000,4.927000
0.014460,4.995000,4.927000
0.014708,4.995000,4.927000
0.014944,4.995000,4.941000
0.015184,4.995000,4.941000
0.015420,4.995000,4.941000
0.015664,4.995000,4.941000
0.015904,4.995000,4.956000
0.016140,5.000000,4.966000
0.016380,4.995000,4.966000
0.016624,4.995000,4.966000
0.016860,4.995000,4.966000
0.017096,4.995000,4.966000
0.017332,5.000000,4.966000
0.017576,4.995000,4.966000
0.017812,4.995000,4.966000
0.018052,5.000000,4.971000
0.018288,4.995000,4.980000
0.018524,5.000000,4.980000
0.018768,4.995000,4.971000
0.019004,4.995000,4.980000
0.019248,1.452000,4.809000
0.019484,0.562000,4.042000
0.019728,0.777000,4.101000
0.019968,0.973000,3.656000
0.020204,1.163000,3.602000
0.020440,0.230000,3.157000
0.020684,0.274000,3.123000
0.020924,0.318000,2.884000
0.021160,0.386000,2.737000
0.021400,0.029000,2.517000
0.021636,0.015000,2.361000
0.021880,0.015000,2.204000
0.022120,0.005000,2.028000
0.022356,0.005000,1.906000
0.022596,0.029000,1.779000
0.022840,0.005000,1.637000
0.023076,0.005000,1.525000
0.023312,0.000000,1.422000
0.023552,0.005000,1.325000
0.023796,0.000000,1.232000
0.024032,0.000000,1.129000
0.024272,0.000000,1.061000
0.024508,0.000000,0.982000
0.024752,0.000000,0.919000
0.024988,0.000000,0.850000
0.025228,0.000000,0.787000
0.025464,0.000000,0.743000
0.025704,0.000000,0.684000
0.025948,0.000000,0.630000
0.026184,0.000000,0.587000
0.026424,0.000000,0.547000
0.026660,0.000000,0.503000
0.026904,0.000000,0.469000
0.027140,0.000000,0.435000
0.027380,0.000000,0.406000
0.027616,0.000000,0.381000
0.027860,0.000000,0.347000
0.028100,0.000000,0.327000
0.028336,0.000000,0.303000
0.028576,0.000000,0.279000
0.028820,0.000000,0.264000
0.029056,0.000000,0.239000
0.029296,0.000000,0.225000
0.029532,0.000000,0.210000
0.029768,0.000000,0.191000
0.030012,0.000000,0.176000
0.030252,0.000000,0.161000
0.030488,0.000000,0.152000
0.030728,0.000000,0.147000
0.030972,0.000000,0.137000
0.031208,0.000000,0.117000
0.031448,0.000000,0.117000
0.031684,0.000000,0.108000
0.031928,0.000000,0.093000
0.032164,0.000000,0.083000
0.032404,0.000000,0.083000
0.032640,0.000000,0.073000
0.032880,0.000000,0.073000
0.033120,0.000000,0.068000
0.033360,0.000000,0.059000
0.033596,0.000000,0.059000
0.033832,0.000000,0.054000
0.034076,0.000000,0.034000
0.034312,0.000000,0.034000
0.034548,0.000000,0.034000
0.034788,0.000000,0.034000
0.035028,0.000000,0.034000
0.035264,0.000000,0.034000
0.035504,0.000000,0.029000
0.035740,0.000000,0.029000
0.035976,0.000000,0.024000
0.036220,0.000000,0.015000
0.036456,0.000000,0.015000
0.036692,0.000000,0.015000
0.036932,0.000000,0.015000
0.037172,0.000000,0.015000
0.037412,0.000000,0.015000
0.037648,0.000000,0.005000
0.037884,0.000000,0.015000
0.038128,0.000000,0.005000
0.000028,4.487000,1.022000
0.000272,4.252000,1.623000
0.000516,4.594000,1.632000
0.000756,4.765000,1.725000
0.001004,4.614000,2.190000
0.001248,4.800000,2.151000
0.001488,4.848000,2.155000
0.001728,4.892000,2.209000
0.001968,4.927000,2.346000
0.002216,4.878000,2.468000
0.002456,4.966000,2.649000
0.002696,4.966000,2.810000
0.002936,4.966000,2.972000
0.003184,4.985000,3.123000
0.003424,4.966000,3.236000
0.003664,4.980000,3.363000
0.003904,4.985000,3.475000
0.004148,4.985000,3.597000
0.004388,4.985000,3.680000
0.004628,4.971000,3.768000
0.004868,4.985000,3.871000
0.005112,4.985000,3.944000
0.005352,4.985000,4.027000
0.005592,4.985000,4.081000
0.005832,4.985000,4.140000
0.006068,4.985000,4.213000
0.006316,4.985000,4.262000
0.006552,4.985000,4.316000
0.006792,4.990000,4.360000
0.007032,4.995000,4.413000
0.007276,4.995000,4.453000
0.007516,4.995000,4.497000
0.007756,4.995000,4.516000
0.007996,4.990000,4.550000
0.008240,4.995000,4.594000
0.008480,4.995000,4.614000
0.008716,4.995000,4.643000
0.008956,4.990000,4.668000
0.009200,4.995000,4.692000
0.009436,4.995000,4.712000
0.009676,4.995000,4.726000
0.009916,4.995000,4.751000
0.010152,4.995000,4.765000
0.010396,4.995000,4.785000
0.010636,4.995000,4.800000
0.010876,4.995000,4.809000
0.011112,4.995000,4.829000
0.011356,4.995000,4.839000
0.011596,4.995000,4.848000
0.011832,4.995000,4.853000
0.012072,4.995000,4.863000
0.012316,4.995000,4.878000
0.012556,4.995000,4.883000
0.012792,4.995000,4.888000
0.013032,4.995000,4.892000
0.013272,4.995000,4.907000
0.013508,4.995000,4.917000
0.013748,4.995000,4.927000
0.013984,4.995000,4.927000
0.014224,4.995000,4.927000
0.014468,4.995000,4.932000
0.014708,4.995000,4.941000
0.014944,4.995000,4.941000
0.015184,4.995000,4.941000
0.015428,4.995000,4.946000
0.015664,4.995000,4.956000
0.015904,4.995000,4.956000
0.016144,4.995000,4.956000
0.016388,4.995000,4.956000
0.016624,4.995000,4.966000
0.016860,4.995000,4.966000
0.017096,4.995000,4.966000
0.017336,4.995000,4.966000
0.017580,4.995000,4.966000
0.017816,5.000000,4.966000
0.018052,4.995000,4.966000
0.018292,5.000000,4.966000
0.018536,5.000000,4.966000
0.018772,5.000000,4.971000
0.019008,4.995000,4.980000
0.019252,0.621000,4.340000
0.019496,1.246000,4.027000
0.019732,0.777000,4.096000
0.019972,0.293000,3.641000
0.020208,0.469000,3.597000
0.020448,0.606000,3.123000
0.020688,0.274000,3.123000
0.020924,0.044000,2.884000
0.021164,0.059000,2.737000
0.021400,0.068000,2.537000
0.021644,0.034000,2.361000
0.021884,0.015000,2.190000
0.022120,0.015000,2.048000
0.022360,0.005000,1.896000
0.022604,0.015000,1.755000
0.022840,0.005000,1.637000
0.023080,0.005000,1.525000
0.023316,0.000000,1.422000
0.023560,0.005000,1.320000
0.023800,0.000000,1.232000
0.024036,0.000000,1.139000
0.024276,0.000000,1.056000
0.024512,0.000000,0.973000
0.024756,0.000000,0.919000
0.024996,0.000000,0.850000
0.025232,0.000000,0.787000
0.025472,0.000000,0.738000
0.025716,0.000000,0.684000
0.025952,0.000000,0.621000
0.026192,0.000000,0.587000
0.026428,0.000000,0.547000
0.026672,0.000000,0.503000
0.026912,0.000000,0.469000
0.027148,0.000000,0.435000
0.027388,0.000000,0.406000
0.027632,0.000000,0.381000
0.027868,0.000000,0.347000
0.028108,0.000000,0.327000
0.028344,0.000000,0.303000
0.028584,0.000000,0.279000
0.028828,0.000000,0.264000
0.029064,0.000000,0.239000
0.029304,0.000000,0.225000
0.029540,0.000000,0.210000
0.029784,0.000000,0.191000
0.030024,0.000000,0.171000
0.030260,0.000000,0.161000
0.030500,0.000000,0.152000
0.030744,0.000000,0.147000
0.030980,0.000000,0.137000
0.031220,0.000000,0.117000
0.031456,0.000000,0.117000
0.031696,0.000000,0.108000
0.031940,0.000000,0.093000
0.032176,0.000000,0.093000
0.032416,0.000000,0.078000
0.032652,0.000000,0.073000
0.032896,0.000000,0.073000
0.033136,0.000000,0.068000
0.033372,0.000000,0.059000
0.033608,0.000000,0.059000
0.033852,0.000000,0.044000
0.034088,0.000000,0.044000
0.034324,0.000000,0.034000
0.034564,0.000000,0.034000
0.034804,0.000000,0.034000
0.035044,0.000000,0.034000
0.035280,0.000000,0.034000
0.035516,0.000000,0.029000
0.035752,0.000000,0.020000
0.035996,0.000000,0.020000
0.036232,0.000000,0.015000
0.036472,0.000000,0.015000
0.036708,0.000000,0.015000
0.036952,0.000000,0.015000
0.037188,0.000000,0.015000
0.037424,0.000000,0.015000
0.037664,0.000000,0.005000
0.037904,0.000000,0.005000
0.038140,0.000000,0.005000
0.000028,4.614000,0.875000
0.000272,4.531000,1.344000
0.000516,4.848000,1.911000
0.000760,4.653000,1.877000
0.001008,4.614000,2.190000
