Channel 1,Channel 2,Channel 3
0.000028,4.619000,0.875000
0.000420,4.775000,1.095000
0.000820,4.892000,1.828000
0.001212,4.883000,2.209000
0.001604,4.829000,1.960000
0.002000,4.878000,2.028000
0.002392,4.966000,2.312000
0.002788,4.853000,2.468000
0.003176,4.941000,2.483000
0.003568,4.966000,2.634000
0.003964,4.966000,2.810000
0.004352,4.980000,3.006000
0.004748,4.985000,3.143000
0.005136,4.980000,3.280000
0.005524,4.985000,3.407000
0.005920,4.985000,3.534000
0.006312,4.985000,3.641000
0.006700,4.985000,3.754000
0.007096,4.985000,3.847000
0.007484,4.985000,3.939000
0.007880,4.985000,4.027000
0.008268,4.990000,4.101000
0.008656,4.995000,4.159000
0.009048,4.990000,4.238000
0.009436,4.995000,4.291000
0.009832,4.990000,4.345000
0.010220,4.995000,4.394000
0.010608,4.995000,4.438000
0.011000,4.990000,4.497000
0.011388,4.995000,4.526000
0.011776,4.995000,4.565000
0.012172,4.995000,4.604000
0.012560,4.995000,4.629000
0.012952,4.995000,4.653000
0.013340,4.995000,4.692000
0.013728,4.995000,4.707000
0.014124,4.995000,4.731000
0.014512,4.995000,4.751000
0.014900,4.995000,4.765000
0.015296,4.995000,4.800000
0.015684,4.995000,4.809000
0.016076,4.995000,4.824000
0.016464,4.995000,4.839000
0.016852,4.995000,4.848000
0.017244,4.995000,4.863000
0.017632,4.995000,4.863000
0.018024,4.995000,4.878000
0.018408,4.995000,4.888000
0.018796,4.995000,4.888000
0.019192,4.995000,4.907000
0.019576,5.000000,4.907000
0.019964,4.995000,4.917000
0.020356,4.995000,4.927000
0.020744,4.995000,4.927000
0.021136,4.995000,4.932000
0.021524,4.995000,4.941000
0.021912,4.995000,4.941000
0.022304,4.995000,4.941000
0.022692,4.995000,4.956000
0.023080,4.995000,4.956000
0.023472,4.995000,4.966000
0.023860,4.995000,4.966000
0.024252,4.995000,4.966000
0.024640,4.995000,4.966000
0.025024,4.995000,4.966000
0.025420,4.995000,4.966000
0.025804,4.995000,4.966000
0.026192,5.000000,4.966000
0.026588,5.000000,4.966000
0.026972,4.995000,4.966000
0.027368,4.995000,4.966000
0.027752,4.995000,4.971000
0.028140,5.000000,4.966000
0.028536,5.000000,4.971000
0.028920,4.995000,4.985000
0.029316,4.995000,4.971000
0.029700,4.995000,4.985000
0.030088,4.995000,4.985000
0.030484,4.995000,4.985000
0.030868,5.000000,4.985000
0.031260,0.762000,4.809000
0.031656,0.968000,4.277000
0.032044,1.173000,3.715000
0.032436,0.660000,3.754000
0.032824,0.816000,3.343000
