Channel 1,Channel 2,Channel 3
0.000028,4.360000,1.153000
0.000624,4.555000,1.388000
0.001220,4.746000,1.559000
0.001812,4.927000,2.111000
0.002408,4.692000,2.273000
0.002996,4.888000,2.048000
0.003596,4.907000,2.224000
0.004192,4.917000,2.424000
0.004780,4.956000,2.561000
0.005376,4.941000,2.776000
0.005964,4.966000,2.933000
0.006556,4.966000,3.089000
0.007152,4.985000,3.245000
0.007740,4.985000,3.402000
0.008336,4.985000,3.514000
0.008924,4.985000,3.641000
0.009520,4.985000,3.754000
0.010108,4.995000,3.861000
0.010704,4.995000,3.944000
0.011296,4.990000,4.042000
0.011884,4.995000,4.125000
0.012480,4.995000,4.189000
0.013068,4.995000,4.257000
0.013660,4.990000,4.316000
0.014248,4.995000,4.379000
0.014844,4.995000,4.423000
0.015440,4.995000,4.472000
0.016028,4.995000,4.516000
0.016620,4.995000,4.550000
0.017208,4.995000,4.594000
0.017800,4.995000,4.619000
0.018396,4.995000,4.658000
0.018980,4.995000,4.682000
0.019576,4.995000,4.712000
0.020160,4.995000,4.726000
0.020756,4.995000,4.761000
0.021340,4.995000,4.775000
0.021936,4.995000,4.785000
0.022528,4.995000,4.809000
0.023116,4.995000,4.824000
0.023708,4.995000,4.848000
0.024296,4.995000,4.848000
0.024888,4.995000,4.863000
0.025476,4.995000,4.878000
0.026068,4.995000,4.883000
0.026660,4.995000,4.888000
0.027248,4.995000,4.892000
0.027840,4.995000,4.907000
0.028428,4.995000,4.907000
0.029020,5.000000,4.922000
0.029608,4.995000,4.927000
0.030200,4.995000,4.927000
0.030796,4.995000,4.941000
0.031380,4.995000,4.941000
0.031976,4.995000,4.956000
0.032564,4.995000,4.946000
0.033156,4.995000,4.966000
0.033744,4.995000,4.966000
0.034332,4.995000,4.966000
0.034924,4.995000,4.966000
0.035508,4.995000,4.966000
0.036100,4.995000,4.971000
0.036688,4.995000,4.966000
0.037280,5.000000,4.980000
0.037872,4.995000,4.971000
0.038460,4.995000,4.985000
0.039052,4.995000,4.980000
0.039636,4.995000,4.985000
0.040228,4.995000,4.985000
0.040816,5.000000,4.985000
0.041408,4.995000,4.985000
0.042000,4.995000,4.985000
0.042588,4.995000,4.985000
0.043180,4.995000,4.985000
0.043764,4.995000,4.990000
0.044356,4.995000,4.985000
0.044944,4.995000,4.985000
0.045536,4.995000,4.985000
0.046128,5.000000,4.985000
0.046716,4.995000,4.985000
0.047312,1.022000,4.629000
0.047896,1.369000,4.418000
0.048492,1.012000,3.812000
0.049076,0.249000,3.534000
0.049672,0.503000,3.402000
0.050264,0.117000,3.016000
0.050852,0.059000,2.830000
0.051444,0.093000,2.664000
0.052032,0.152000,2.468000
0.052624,0.034000,2.258000
0.053216,0.005000,2.067000
0.053804,0.015000,1.891000
0.054396,0.000000,1.750000
